command: python train.py --env_name hyperelliptic_factorized_fixed --exp_name hfactor_fixed_g8_noseed_explore --dump_path './dump' --N 8 --p 3 --max_len 58 --gensize 20000 --pop_size 3000 --ntest 50 --keep_only_unique true --always_search false --redeem_only false --local_search_steps 0 --local_search_batch_size 16 --score_batch_size 16 --process_pool false --batch_size 16 --eval_batch_size 8 --gen_batch_size 128 --max_epochs 10000 --max_steps 500 --num_eval_steps 100 --num_samples_from_model 2000 --n_layer 3 --n_head 4 --n_embd 192 --temperature '1.25' --temp_span 8 --inc_temp '0.06' --top_k '-1' --exp_id "2026_06_04_17_05_56"
epoch: 0 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 1 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 2 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 3 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 4 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 5 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 6 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 7 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 8 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 9 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 10 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 11 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 12 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 13 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 14 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 15 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 16 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 17 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 18 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 19 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 20 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 21 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 22 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
epoch: 23 | mean: 4.999018006196533 | median: 4.999018006196533 | top_1_percentile: 4.999018006196533 | max: 4.999018006196533
